foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,cleaned_foreign
Azaan Kouchai,Afghanistan,2019.0,Afghanistan,AFG,Azaan Kouchai,AFG_8,Azaan Kouchai
Wahid Ehsan International Transport,Afghanistan,2020.0,Afghanistan,AFG,Wahid Ehsan International Transport,AFG_80,Wahid Ehsan International Transport
Faiz Razzaq Dado Ltd.,Afghanistan,2020.0,Afghanistan,AFG,Faiz Razzaq Dado,AFG_81,Faiz Razzaq Dado
Maiwand Herat Transit Forwading,Afghanistan,2019.0,Afghanistan,AFG,Maiwand Herat Transit Forwading,AFG_82,Maiwand Herat Transit Forwading
Aabaa Tamim Giti International Transport,Afghanistan,2020.0,Afghanistan,AFG,Aabaa Tamim Giti International Transport,AFG_83,Aabaa Tamim Giti International Transport
Sherkat Mirwoise Gulzar Noori,Afghanistan,2020.0,Afghanistan,AFG,Sherkat Mirwoise Gulzar Noori,AFG_84,Sherkat Mirwoise Gulzar Noori
Al Hajar Al Aswad Tyres Trading Llc,Afghanistan,2020.0,Afghanistan,AFG,Al Hajar Al Aswad Tyres Trading,AFG_85,Al Hajar Al Aswad Tyres Trading
Royal Star Pharma,Afghanistan,2019.0,Afghanistan,AFG,Royal Star Pharma,AFG_86,Royal Star Pharma
Hedayatullah Trading Co.,Afghanistan,2020.0,Afghanistan,AFG,Hedayatullah Trading Co,AFG_87,Hedayatullah Trading Co
Qais Tobacco Limeted,Afghanistan,2019.0,Afghanistan,AFG,Qais Tobacco Limeted,AFG_88,Qais Tobacco Limeted
Azarkian Pardis International,Afghanistan,2019.0,Afghanistan,AFG,Azarkian Pardis International,AFG_89,Azarkian Pardis International
Ministry Of Energy Water Dar Ul Aman Road,Afghanistan,2020.0,Afghanistan,AFG,Ministry Of Energy Water Dar Ul Aman Road,AFG_9,Ministry Of Energy Water Dar Ul Aman Road
Azar Kian Pardis International Tpt,Afghanistan,2019.0,Afghanistan,AFG,Azar Kian Pardis International Tpt,AFG_90,Azar Kian Pardis International Tpt
Afghan Wireless Communication Co.,Afghanistan,2019.0,Afghanistan,AFG,Afghan Wireless Communication Co,AFG_91,Afghan Wireless Communication Co
Afghan Wireless Communication Co.,Afghanistan,2020.0,Afghanistan,AFG,Afghan Wireless Communication Co,AFG_91,Afghan Wireless Communication Co
Azarkian Pardis International Transportation,Afghanistan,2020.0,Afghanistan,AFG,Azarkian Pardis International Transportation,AFG_92,Azarkian Pardis International Transportation
Malwand Mahan Trading Co. Lmt,Afghanistan,2019.0,Afghanistan,AFG,Malwand Mahan Trading Co Lmt,AFG_93,Malwand Mahan Trading Co Lmt
Unicef Afghanistan,Afghanistan,2019.0,Afghanistan,AFG,Unicef Afghanistan,AFG_94,Unicef Afghanistan
Aziz Hayat General Trading,Afghanistan,2019.0,Afghanistan,AFG,Aziz Hayat General Trading,AFG_95,Aziz Hayat General Trading
Safi Romal,Afghanistan,2019.0,Afghanistan,AFG,Safi Romal,AFG_96,Safi Romal
Safi Romal,Afghanistan,2020.0,Afghanistan,AFG,Safi Romal,AFG_96,Safi Romal
In Afghanistan,Afghanistan,2020.0,Afghanistan,AFG,In Afghanistan,AFG_97,In Afghanistan
Mahaz Afghan,Afghanistan,2020.0,Afghanistan,AFG,Mahaz Afghan,AFG_98,Mahaz Afghan
Mahaz Afghan,Afghanistan,2019.0,Afghanistan,AFG,Mahaz Afghan,AFG_98,Mahaz Afghan
Sudaish Afghan International,Afghanistan,2019.0,Afghanistan,AFG,Sudaish Afghan International,AFG_99,Sudaish Afghan International
Sudaish Afghan International,Afghanistan,2020.0,Afghanistan,AFG,Sudaish Afghan International,AFG_99,Sudaish Afghan International
Gdt Somerton Warehouse,Australia,2020.0,Australia,AUS,Gdt Somerton Warehouse,AUS_1,Gdt Somerton Warehouse
Gdt Somerton Warehouse,Australia,2019.0,Australia,AUS,Gdt Somerton Warehouse,AUS_1,Gdt Somerton Warehouse
Radiant Imp. Brian Graber,Australia,2020.0,Australia,AUS,Radiant Imp Brian Graber,AUS_10,Radiant Imp Brian Graber
Radiant Imp. Brian Graber,Australia,2019.0,Australia,AUS,Radiant Imp Brian Graber,AUS_10,Radiant Imp Brian Graber
Australis Music Group (Pty),Australia,2020.0,Australia,AUS,Australis Music Group Pty,AUS_100,Australis Music Group Pty
Australis Music Group (Pty),Australia,2019.0,Australia,AUS,Australis Music Group Pty,AUS_100,Australis Music Group Pty
Australia Music Group (Pty),Australia,2020.0,Australia,AUS,Australis Music Group Pty,AUS_100,Australia Music Group Pty
B H Investment Group (Pty),Australia,2020.0,Australia,AUS,B H Investment Group Pty,AUS_1000,B H Investment Group Pty
B H Investment Group (Pty),Australia,2019.0,Australia,AUS,B H Investment Group Pty,AUS_1000,B H Investment Group Pty
Maptek (Pty) Ltd.,Australia,2020.0,Australia,AUS,Maptek Pty,AUS_10000,Maptek Pty
Drill Doctors (Pty),Australia,2020.0,Australia,AUS,Drill Doctors Pty,AUS_10001,Drill Doctors Pty
Drill Doctors (Pty),Australia,2019.0,Australia,AUS,Drill Doctors Pty,AUS_10001,Drill Doctors Pty
Devcos International,Australia,2020.0,Australia,AUS,Devcos International,AUS_10002,Devcos International
Devcos International,Australia,2019.0,Australia,AUS,Devcos International,AUS_10002,Devcos International
Aviation Spare Parts (Pty),Australia,2020.0,Australia,AUS,Aviation Spare Parts Pty,AUS_10003,Aviation Spare Parts Pty
Water Filter Distributor,Australia,2019.0,Australia,AUS,Water Filter Distributor,AUS_10004,Water Filter Distributor
Visy Glass Operations Australia,Australia,2020.0,Australia,AUS,Visy Glass Operations Australia,AUS_10005,Visy Glass Operations Australia
Sweet Goodbye (Pty),Australia,2020.0,Australia,AUS,Sweet Goodbye Pty,AUS_10006,Sweet Goodbye Pty
Bruker (Pty),Australia,2020.0,Australia,AUS,Bruker Pty,AUS_10007,Bruker Pty
R R Murphy (Pty),Australia,2019.0,Australia,AUS,R R Murphy Pty,AUS_10008,R R Murphy Pty
Ep De (Pty),Australia,2019.0,Australia,AUS,Ep De Pty,AUS_10009,Ep De Pty
Australiacaterpillar,Australia,2020.0,Australia,AUS,Australiacaterpillar,AUS_1001,Australiacaterpillar
Australiacaterpillar,Australia,2019.0,Australia,AUS,Australiacaterpillar,AUS_1001,Australiacaterpillar
Chalmers Industries,Australia,2019.0,Australia,AUS,Chalmers Industries,AUS_10010,Chalmers Industries
Out Of Town 4 Wd,Australia,2020.0,Australia,AUS,Out Of Town 4 Wd,AUS_10011,Out Of Town 4 Wd
Jj Lawson Customs Brokers,Australia,2019.0,Australia,AUS,Jj Lawson Customs Brokers,AUS_10012,Jj Lawson Customs Brokers
Icon Plastics Flexasia Hk,Australia,2019.0,Australia,AUS,Icon Plastics Flexasia Hk,AUS_10013,Icon Plastics Flexasia Hk
Austin,Australia,2019.0,Australia,AUS,Austin,AUS_10014,Austin
Sharplift Marine Industrial Equipment,Australia,2019.0,Australia,AUS,Sharplift Marine Industrial Equipment,AUS_10015,Sharplift Marine Industrial Equipment
Ecolab T A Nalco (Pty),Australia,2019.0,Australia,AUS,Ecolab T A Nalco Pty,AUS_10016,Ecolab T A Nalco Pty
Fluor Australia (Pty),Australia,2020.0,Australia,AUS,Fluor Australia Pty,AUS_10017,Fluor Australia Pty
Lynair International Sa (Pty),Australia,2019.0,Australia,AUS,Lynair International Sa Pty,AUS_10018,Lynair International Sa Pty
Geoharbour Australia (Pty),Australia,2020.0,Australia,AUS,Geoharbour Australia Pty,AUS_10019,Geoharbour Australia Pty
Upton Trading,Australia,2020.0,Australia,AUS,Upton Trading,AUS_1002,Upton Trading
Upton Trading,Australia,2019.0,Australia,AUS,Upton Trading,AUS_1002,Upton Trading
Yokogawa Australia (Pty),Australia,2020.0,Australia,AUS,Yokogawa Australia Pty,AUS_10020,Yokogawa Australia Pty
Natrasol Sea Products (Pty),Australia,2019.0,Australia,AUS,Natrasol Sea Products Pty,AUS_10021,Natrasol Sea Products Pty
Vgw Holding Ltd.,Australia,2019.0,Australia,AUS,Vgw Holding,AUS_10022,Vgw Holding
Yamaha Music Australia Exceltechnology,Australia,2019.0,Australia,AUS,Yamaha Music Australia Exceltechnology,AUS_10023,Yamaha Music Australia Exceltechnology
Jackie Mack Designs,Australia,2020.0,Australia,AUS,Jackie Mack Designs,AUS_10024,Jackie Mack Designs
Components Only (Pty),Australia,2020.0,Australia,AUS,Components Only Pty,AUS_10025,Components Only Pty
Ivr Airocle Group (Pty),Australia,2020.0,Australia,AUS,Ivr Airocle Group Pty,AUS_10026,Ivr Airocle Group Pty
Ivr Airocle Group (Pty),Australia,2019.0,Australia,AUS,Ivr Airocle Group Pty,AUS_10026,Ivr Airocle Group Pty
Hamersley Iron (Pty),Australia,2019.0,Australia,AUS,Hamersley Iron Pty,AUS_10027,Hamersley Iron Pty
Ruc Cementation Mining,Australia,2019.0,Australia,AUS,Ruc Cementation Mining,AUS_10028,Ruc Cementation Mining
Boomerang Engineering,Australia,2020.0,Australia,AUS,Boomerang Engineering,AUS_10029,Boomerang Engineering
Anma Blue,Australia,2020.0,Australia,AUS,Anma Blue,AUS_1003,Anma Blue
Anma Blue,Australia,2019.0,Australia,AUS,Anma Blue,AUS_1003,Anma Blue
Acm Towers (Pty),Australia,2020.0,Australia,AUS,Acm Towers Pty,AUS_10030,Acm Towers Pty
Trico,Australia,2019.0,Australia,AUS,Trico,AUS_10031,Trico
Sr Technics Switzerland,Australia,2019.0,Australia,AUS,Sr Technics Switzerland,AUS_10032,Sr Technics Switzerland
Al Jaber Heavy Lift Transport (Pty),Australia,2019.0,Australia,AUS,Al Jaber Heavy Lift Transport Pty,AUS_10033,Al Jaber Heavy Lift Transport Pty
Runsmart Corporate (Pty),Australia,2019.0,Australia,AUS,Runsmart Corporate Pty,AUS_10034,Runsmart Corporate Pty
Renovatio Bioscience (Pty),Australia,2019.0,Australia,AUS,Renovatio Bioscience Pty,AUS_10035,Renovatio Bioscience Pty
Reynolds Soil Technologies,Australia,2019.0,Australia,AUS,Reynolds Soil Technologies,AUS_10036,Reynolds Soil Technologies
Agricultural Imp. Exp.,Australia,2019.0,Australia,AUS,Agricultural Imp Exp,AUS_10037,Agricultural Imp Exp
Mm Electrical 9 Hydro Rise,Australia,2019.0,Australia,AUS,Mm Electrical 9 Hydro Rise,AUS_10038,Mm Electrical 9 Hydro Rise
Industrial Engineering Tech Pl,Australia,2020.0,Australia,AUS,Industrial Engineering Tech Pl,AUS_10039,Industrial Engineering Tech Pl
Coburg Aquarium Fw Ip 0002797560,Australia,2020.0,Australia,AUS,Coburg Aquarium Fw Ip 0002797560,AUS_1004,Coburg Aquarium Fw Ip 0002797560
Coburg Aquarium Fw Ip 0002797560,Australia,2019.0,Australia,AUS,Coburg Aquarium Fw Ip 0002797560,AUS_1004,Coburg Aquarium Fw Ip 0002797560
Weldlok Industries (Pty),Australia,2019.0,Australia,AUS,Weldlok Industries Pty,AUS_10040,Weldlok Industries Pty
Australian International Express,Australia,2019.0,Australia,AUS,Australian International Express,AUS_10041,Australian International Express
Ppg Aerospace 23 Ovata Drive,Australia,2019.0,Australia,AUS,Ppg Aerospace 23 Ovata Drive,AUS_10042,Ppg Aerospace 23 Ovata Drive
Zychem Technologies (Pty),Australia,2020.0,Australia,AUS,Zychem Technologies Pty,AUS_10043,Zychem Technologies Pty
Aee,Australia,2019.0,Australia,AUS,Aee,AUS_10044,Aee
Aust Avionics P L,Australia,2020.0,Australia,AUS,Aust Avionics P L,AUS_10045,Aust Avionics P L
Felt Sales,Australia,2019.0,Australia,AUS,Felt Sales,AUS_10046,Felt Sales
Toyo Cotton Co.,Australia,2019.0,Australia,AUS,Toyo Cotton Co,AUS_10047,Toyo Cotton Co
One Source Valve Ptv,Australia,2019.0,Australia,AUS,One Source Valve Ptv,AUS_10048,One Source Valve Ptv
Clariant Plastics Coatings (Pty),Australia,2019.0,Australia,AUS,Clariant Plastics Coatings Pty,AUS_10049,Clariant Plastics Coatings Pty
Alpha Energy,Australia,2020.0,Australia,AUS,Alpha Energy,AUS_1005,Alpha Energy
Centrotex Aust (Pty),Australia,2019.0,Australia,AUS,Centrotex Aust Pty,AUS_10050,Centrotex Aust Pty
Cochlear,Australia,2020.0,Australia,AUS,Cochlear,AUS_10051,Cochlear
Tec Container Asia Pacific (Pty),Australia,2020.0,Australia,AUS,Tec Container Asia Pacific Pty,AUS_10052,Tec Container Asia Pacific Pty
Tec Container Asia Pasific (Pty),Australia,2020.0,Australia,AUS,Tec Container Asia Pacific Pty,AUS_10052,Tec Container Asia Pasific Pty
Mak Industrial Water Solutions,Australia,2020.0,Australia,AUS,Mak Industrial Water Solutions,AUS_10053,Mak Industrial Water Solutions
Cmi Electrical,Australia,2020.0,Australia,AUS,Cmi Electrical,AUS_10054,Cmi Electrical
Filblastatomaer Australia (Pty),Australia,2019.0,Australia,AUS,Filblastatomaer Australia Pty,AUS_10055,Filblastatomaer Australia Pty
Manildra Starches (Pty) Imited,Australia,2020.0,Australia,AUS,Manildra Starches Pty Imited,AUS_10056,Manildra Starches Pty Imited
Detpak Engineering,Australia,2019.0,Australia,AUS,Detpak Engineering,AUS_10057,Detpak Engineering
Detpak Engineering (Pty) Ltd.,Australia,2019.0,Australia,AUS,Detpak Engineering,AUS_10057,Detpak Engineering Pty
Detpak Engineering (Pty),Australia,2020.0,Australia,AUS,Detpak Engineering,AUS_10057,Detpak Engineering Pty
Hydro Aluminium Asia Pte,Australia,2020.0,Australia,AUS,Hydro Aluminium Asia Pte,AUS_10058,Hydro Aluminium Asia Pte
Naandan Jain Australia (Pty),Australia,2020.0,Australia,AUS,Naandan Jain Australia Pty,AUS_10059,Naandan Jain Australia Pty
Clenergy Australia,Australia,2020.0,Australia,AUS,Clenergy Australia,AUS_1006,Clenergy Australia
Clenergy Australia,Australia,2019.0,Australia,AUS,Clenergy Australia,AUS_1006,Clenergy Australia
Algebra Bio Australia (Pty),Australia,2020.0,Australia,AUS,Algebra Bio Australia Pty,AUS_10060,Algebra Bio Australia Pty
Regional Express Airlines,Australia,2019.0,Australia,AUS,Regional Express Airlines,AUS_10061,Regional Express Airlines
Lixil Australia,Australia,2019.0,Australia,AUS,Lixil Australia,AUS_10062,Lixil Australia
Sandy C Jetpets,Australia,2019.0,Australia,AUS,Sandy C Jetpets,AUS_10063,Sandy C Jetpets
Leica Geosystem Ag,Australia,2020.0,Australia,AUS,Leica Geosystem Ag,AUS_10064,Leica Geosystem Ag
Italvibras Australia (Pty),Australia,2020.0,Australia,AUS,Italvibras Australia Pty,AUS_10065,Italvibras Australia Pty
Mammoth Industries (Pty),Australia,2020.0,Australia,AUS,Mammoth Industries Pty,AUS_10066,Mammoth Industries Pty
Kleentek,Australia,2019.0,Australia,AUS,Kleentek,AUS_10067,Kleentek
Kleentek,Australia,2020.0,Australia,AUS,Kleentek,AUS_10067,Kleentek
Nepean Rubber Mouldin,Australia,2020.0,Australia,AUS,Nepean Rubber Mouldin,AUS_10068,Nepean Rubber Mouldin
Psg Ebsray,Australia,2019.0,Australia,AUS,Psg Ebsray,AUS_10069,Psg Ebsray
Tropical Scene,Australia,2020.0,Australia,AUS,Tropical Scene,AUS_1007,Tropical Scene
Sterilaire Oceania (Pty),Australia,2020.0,Australia,AUS,Sterilaire Oceania Pty,AUS_10070,Sterilaire Oceania Pty
Albatrans (Pty) Ktd,Australia,2019.0,Australia,AUS,Albatrans Pty Ktd,AUS_10071,Albatrans Pty Ktd
Ontrak Engineering,Australia,2019.0,Australia,AUS,Ontrak Engineering,AUS_10072,Ontrak Engineering
Loadcell Supplies,Australia,2019.0,Australia,AUS,Loadcell Supplies,AUS_10073,Loadcell Supplies
Fulcrum Management (Pty),Australia,2019.0,Australia,AUS,Fulcrum Management Pty,AUS_10074,Fulcrum Management Pty
Josi Baba C Jetpets,Australia,2020.0,Australia,AUS,Josi Baba C Jetpets,AUS_10075,Josi Baba C Jetpets
Ace Ohlsson (Pty),Australia,2020.0,Australia,AUS,Ace Ohlsson Pty,AUS_10076,Ace Ohlsson Pty
Nafa,Australia,2020.0,Australia,AUS,Nafa,AUS_10077,Nafa
Hydreco Hydraulics Wa (Pty),Australia,2020.0,Australia,AUS,Hydreco Hydraulics Wa Pty,AUS_10078,Hydreco Hydraulics Wa Pty
Voestalpine High Performance,Australia,2020.0,Australia,AUS,Voestalpine High Performance,AUS_10079,Voestalpine High Performance
Axieo Operations Australia (Pty) Ltd.,Australia,2020.0,Australia,AUS,Axieo Operations Australia Pty,AUS_1008,Axieo Operations Australia Pty
Axieo Operations Australia (Pty) Ltd.,Australia,2019.0,Australia,AUS,Axieo Operations Australia Pty,AUS_1008,Axieo Operations Australia Pty
Axieo Operations Australia (Pty),Australia,2020.0,Australia,AUS,Axieo Operations Australia Pty,AUS_1008,Axieo Operations Australia Pty
Axieo Operations (Australia) (Pty) ) Ltd.,Australia,2019.0,Australia,AUS,Axieo Operations Australia Pty,AUS_1008,Axieo Operations Australia Pty
Axieo Operations Australia (Pty),Australia,2019.0,Australia,AUS,Axieo Operations Australia Pty,AUS_1008,Axieo Operations Australia Pty
Inpex Operations Australia (Pty),Australia,2020.0,Australia,AUS,Axieo Operations Australia Pty,AUS_1008,Inpex Operations Australia Pty
Oi Operations Australia (Pty),Australia,2020.0,Australia,AUS,Axieo Operations Australia Pty,AUS_1008,Oi Operations Australia Pty
Fracht Australia (Pty),Australia,2020.0,Australia,AUS,Fracht Australia Pty,AUS_10080,Fracht Australia Pty
Alloytech Fabrication (Pty),Australia,2020.0,Australia,AUS,Alloytech Fabrication Pty,AUS_10081,Alloytech Fabrication Pty
Basf Hong Kong Ltd.,Australia,2019.0,Australia,AUS,Basf Hong Kong,AUS_10082,Basf Hong Kong
Hydac (Pty),Australia,2020.0,Australia,AUS,Hydac Pty,AUS_10083,Hydac Pty
Hop Products Australia,Australia,2020.0,Australia,AUS,Hop Products Australia,AUS_10084,Hop Products Australia
Apollo Australia (Pty),Australia,2020.0,Australia,AUS,Apollo Australia Pty,AUS_10085,Apollo Australia Pty
Jetline Aviation (Pty),Australia,2020.0,Australia,AUS,Jetline Aviation Pty,AUS_10086,Jetline Aviation Pty
Snow Brand Australia (Pty),Australia,2020.0,Australia,AUS,Snow Brand Australia Pty,AUS_10087,Snow Brand Australia Pty
Amer Sports Australia Tpy,Australia,2019.0,Australia,AUS,Amer Sports Australia Tpy,AUS_10088,Amer Sports Australia Tpy
Krc Pet Transport (Pty),Australia,2020.0,Australia,AUS,Krc Pet Transport Pty,AUS_10089,Krc Pet Transport Pty
Almma Holdings (Pty),Australia,2020.0,Australia,AUS,Almma Holdings Pty,AUS_1009,Almma Holdings Pty
Almma Holdings (Pty),Australia,2019.0,Australia,AUS,Almma Holdings Pty,AUS_1009,Almma Holdings Pty
Woods Foods,Australia,2020.0,Australia,AUS,Woods Foods,AUS_10090,Woods Foods
Seasonal Supplies Indonesia,Australia,2020.0,Australia,AUS,Seasonal Supplies Indonesia,AUS_10091,Seasonal Supplies Indonesia
Nmrservices (Pty),Australia,2020.0,Australia,AUS,Nmrservices Pty,AUS_10092,Nmrservices Pty
247 Holdings (Pty),Australia,2020.0,Australia,AUS,247 Holdings Pty,AUS_10093,247 Holdings Pty
Okebany (Pty) Ltd. T/A Also,Australia,2020.0,Australia,AUS,Okebany Pty TA Also,AUS_10094,Okebany Pty TA Also
Victorian Educational Furniture,Australia,2019.0,Australia,AUS,Victorian Educational Furniture,AUS_10095,Victorian Educational Furniture
Heritage Tanks Industrial (Pty),Australia,2019.0,Australia,AUS,Heritage Tanks Industrial Pty,AUS_10096,Heritage Tanks Industrial Pty
Rowyair P L,Australia,2020.0,Australia,AUS,Rowyair P L,AUS_10097,Rowyair P L
Epiroc Drilling Tools A Division Of Epir,Australia,2020.0,Australia,AUS,Epiroc Drilling Tools A Division Of Epir,AUS_10098,Epiroc Drilling Tools A Division Of Epir
Castaway Trading (Pty),Australia,2020.0,Australia,AUS,Castaway Trading Pty,AUS_10099,Castaway Trading Pty
Brenntag Australia (Pty),Australia,2020.0,Australia,AUS,Brenntag Australia Pty,AUS_101,Brenntag Australia Pty
Brenntag Australia (Pty),Australia,2019.0,Australia,AUS,Brenntag Australia Pty,AUS_101,Brenntag Australia Pty
Brentag Australia (Pty),Australia,2020.0,Australia,AUS,Brenntag Australia Pty,AUS_101,Brentag Australia Pty
Coco Republic Logistics Hub,Australia,2020.0,Australia,AUS,Coco Republic Logistics Hub,AUS_1010,Coco Republic Logistics Hub
Coco Republic Logistics Hub,Australia,2019.0,Australia,AUS,Coco Republic Logistics Hub,AUS_1010,Coco Republic Logistics Hub
Voice Print Data,Australia,2020.0,Australia,AUS,Voice Print Data,AUS_10100,Voice Print Data
Ferag Australia (Pty),Australia,2020.0,Australia,AUS,Ferag Australia Pty,AUS_10101,Ferag Australia Pty
Klinger Limiteb,Australia,2020.0,Australia,AUS,Klinger Limiteb,AUS_10102,Klinger Limiteb
240 Amusements,Australia,2019.0,Australia,AUS,240 Amusements,AUS_10103,240 Amusements
Hot Melt Packaging Systems P L,Australia,2019.0,Australia,AUS,Hot Melt Packaging Systems P L,AUS_10104,Hot Melt Packaging Systems P L
Vr Distribution,Australia,2019.0,Australia,AUS,Vr Distribution,AUS_10105,Vr Distribution
Global Surface Minning,Australia,2019.0,Australia,AUS,Global Surface Minning,AUS_10106,Global Surface Minning
New Indo Timbers,Australia,2019.0,Australia,AUS,New Indo Timbers,AUS_10107,New Indo Timbers
Dhl Sc For Ibm Info,Australia,2019.0,Australia,AUS,Dhl Sc For Ibm Info,AUS_10108,Dhl Sc For Ibm Info
Starlinger,Australia,2020.0,Australia,AUS,Starlinger,AUS_10109,Starlinger
Foa Pilot Plant,Australia,2020.0,Australia,AUS,Foa Pilot Plant,AUS_1011,Foa Pilot Plant
Btap Logistics (Pty),Australia,2020.0,Australia,AUS,Btap Logistics Pty,AUS_10110,Btap Logistics Pty
Voith,Australia,2020.0,Australia,AUS,Voith,AUS_10111,Voith
Switched On I T,Australia,2020.0,Australia,AUS,Switched On I T,AUS_10112,Switched On I T
Stedi,Australia,2020.0,Australia,AUS,Stedi,AUS_10113,Stedi
Airnorth Engineering,Australia,2019.0,Australia,AUS,Airnorth Engineering,AUS_10114,Airnorth Engineering
Access Communications (Pty),Australia,2019.0,Australia,AUS,Access Communications Pty,AUS_10115,Access Communications Pty
Xtralis,Australia,2020.0,Australia,AUS,Xtralis,AUS_10116,Xtralis
Secon,Australia,2020.0,Australia,AUS,Secon,AUS_10117,Secon
V P Cirillo T As Tiger Trust,Australia,2019.0,Australia,AUS,V P Cirillo T As Tiger Trust,AUS_10118,V P Cirillo T As Tiger Trust
Ccm Guidance System (Pty),Australia,2020.0,Australia,AUS,Ccm Guidance System Pty,AUS_10119,Ccm Guidance System Pty
Gibsons,Australia,2020.0,Australia,AUS,Gibsons,AUS_1012,Gibsons
Gibsons,Australia,2019.0,Australia,AUS,Gibsons,AUS_1012,Gibsons
Klau Geomatics,Australia,2019.0,Australia,AUS,Klau Geomatics,AUS_10120,Klau Geomatics
Skm Industries,Australia,2019.0,Australia,AUS,Skm Industries,AUS_10121,Skm Industries
Holista Colltech,Australia,2020.0,Australia,AUS,Holista Colltech,AUS_10122,Holista Colltech
Pump Solutions Australasia,Australia,2020.0,Australia,AUS,Pump Solutions Australasia,AUS_10123,Pump Solutions Australasia
Freight Distribution Management Fdm,Australia,2019.0,Australia,AUS,Freight Distribution Management Fdm,AUS_10124,Freight Distribution Management Fdm
Trico (Pty),Australia,2020.0,Australia,AUS,Trico Pty,AUS_10125,Trico Pty
Olynthos Group (Pty),Australia,2020.0,Australia,AUS,Olynthos Group Pty,AUS_10126,Olynthos Group Pty
Roslinda Dewi Jet Pets,Australia,2019.0,Australia,AUS,Roslinda Dewi Jet Pets,AUS_10127,Roslinda Dewi Jet Pets
Interfil (Pty),Australia,2019.0,Australia,AUS,Interfil Pty,AUS_10128,Interfil Pty
Interfil (Pty),Australia,2020.0,Australia,AUS,Interfil Pty,AUS_10128,Interfil Pty
P P Computer (Pty),Australia,2020.0,Australia,AUS,P P Computer Pty,AUS_10129,P P Computer Pty
Gardner Denver Industries (Pty),Australia,2020.0,Australia,AUS,Gardner Denver Industries Pty,AUS_1013,Gardner Denver Industries Pty
Gardner Denver Industries (Pty),Australia,2019.0,Australia,AUS,Gardner Denver Industries Pty,AUS_1013,Gardner Denver Industries Pty
Asian Electronic Mfg. Services (Pty),Australia,2020.0,Australia,AUS,Asian Electronic Mfg Services Pty,AUS_10130,Asian Electronic Mfg Services Pty
Hurll Nuway (Pty),Australia,2020.0,Australia,AUS,Hurll Nuway Pty,AUS_10131,Hurll Nuway Pty
Pm Control Systems Aust P L,Australia,2020.0,Australia,AUS,Pm Control Systems Aust P L,AUS_10132,Pm Control Systems Aust P L
Zamira Life Sciences (Pty),Australia,2020.0,Australia,AUS,Zamira Life Sciences Pty,AUS_10133,Zamira Life Sciences Pty
Vector Aerospace,Australia,2020.0,Australia,AUS,Vector Aerospace,AUS_10134,Vector Aerospace
Vector Aerospace,Australia,2019.0,Australia,AUS,Vector Aerospace,AUS_10134,Vector Aerospace
Malvern Panalytical Spectris Australia P,Australia,2020.0,Australia,AUS,Malvern Panalytical Spectris Australia P,AUS_10135,Malvern Panalytical Spectris Australia P
Cgb Precision Products C Zpower Eng,Australia,2020.0,Australia,AUS,Cgb Precision Products C Zpower Eng,AUS_10136,Cgb Precision Products C Zpower Eng
Plastic Processing Wa (Pty),Australia,2019.0,Australia,AUS,Plastic Processing Wa Pty,AUS_10137,Plastic Processing Wa Pty
Imark Communication (Pty),Australia,2019.0,Australia,AUS,Imark Communication Pty,AUS_10138,Imark Communication Pty
Tully Sugar Ltd.,Australia,2020.0,Australia,AUS,Tully Sugar,AUS_10139,Tully Sugar
Regional Express,Australia,2020.0,Australia,AUS,Regional Express,AUS_1014,Regional Express
Regional Express,Australia,2019.0,Australia,AUS,Regional Express,AUS_1014,Regional Express
